Gender,Age,Married,Number of Dependents,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge
Female,55,Yes,0,7,58,,No,0.0,No,Yes,DSL,29.0,Yes,Yes,No,No,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,45.35
Male,32,Yes,1,1,72,,No,0.0,No,Yes,DSL,16.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,65.65
Male,30,No,0,0,44,Offer B,Yes,48.95,No,Yes,Fiber Optic,59.0,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,100.1
Male,53,Yes,0,1,42,,Yes,42.45,Yes,Yes,Fiber Optic,11.0,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,108.3
Female,75,No,0,0,1,,Yes,39.61,Yes,Yes,Fiber Optic,16.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,74.45
Male,62,No,0,0,30,Offer C,Yes,7.19,Yes,Yes,Fiber Optic,18.0,Yes,Yes,Yes,No,No,No,No,Yes,One Year,No,Bank Withdrawal,90.4
Female,76,Yes,0,1,42,Offer B,Yes,2.9,No,Yes,Fiber Optic,21.0,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,74.15
Female,54,No,0,0,2,,Yes,15.67,No,Yes,Fiber Optic,8.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.7
Male,75,Yes,0,3,72,Offer A,Yes,21.38,Yes,Yes,Fiber Optic,2.0,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,114.95
Female,45,Yes,3,5,71,,Yes,4.91,Yes,Yes,Fiber Optic,29.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,114.6
Female,60,Yes,0,10,12,Offer D,Yes,40.34,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,20.05
Male,66,No,0,0,9,Offer E,Yes,39.77,Yes,Yes,Fiber Optic,25.0,No,No,No,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,74.05
Male,71,Yes,0,7,34,,Yes,26.49,No,Yes,Fiber Optic,18.0,Yes,No,No,Yes,Yes,No,No,Yes,One Year,No,Credit Card,90.15
Male,28,Yes,0,0,72,,Yes,21.26,Yes,Yes,Fiber Optic,53.0,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,108.95
Male,60,No,0,0,65,Offer B,Yes,9.36,Yes,Yes,Fiber Optic,4.0,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,109.15
Male,30,Yes,3,10,47,Offer B,Yes,11.74,Yes,Yes,DSL,48.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Mailed Check,90.5
Female,36,Yes,0,2,4,,Yes,6.77,No,Yes,Cable,3.0,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,54.7
Male,58,No,0,0,12,,Yes,44.78,No,Yes,DSL,12.0,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,49.05
Female,54,No,0,0,13,Offer D,Yes,6.78,Yes,Yes,Fiber Optic,26.0,Yes,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,100.35
Female,61,Yes,0,4,7,,Yes,31.43,No,Yes,DSL,24.0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,44.25
Female,42,Yes,2,1,52,,Yes,19.21,Yes,No,No Internet,0.0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,23.05
Female,64,No,0,0,2,,Yes,26.93,No,Yes,DSL,10.0,Yes,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,70.75
Female,58,No,0,0,56,,No,0.0,No,Yes,DSL,23.0,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,44.85
Male,56,Yes,0,4,68,,Yes,11.94,No,Yes,DSL,3.0,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,70.95
Female,62,No,0,0,3,,Yes,20.1,Yes,Yes,DSL,29.0,No,No,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,60.25
Female,58,No,0,0,17,Offer D,Yes,30.07,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.4
Male,53,No,0,0,31,,Yes,9.27,Yes,Yes,Fiber Optic,30.0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,103.45
Male,55,No,0,0,1,,Yes,13.27,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Mailed Check,20.2
Female,24,No,0,0,63,,Yes,37.76,Yes,Yes,Fiber Optic,48.0,No,Yes,No,No,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,97.45
Male,53,Yes,0,10,30,Offer C,Yes,23.16,No,Yes,DSL,6.0,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,50.0
Female,27,Yes,0,4,40,Offer B,Yes,42.1,Yes,Yes,DSL,52.0,No,Yes,No,No,Yes,No,No,Yes,One Year,No,Bank Withdrawal,63.9
Female,48,No,3,0,13,,Yes,33.54,No,Yes,Fiber Optic,76.0,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.25
Female,23,No,0,0,72,Offer A,Yes,23.02,No,Yes,Cable,69.0,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Credit Card,73.0
Female,52,No,0,0,31,,Yes,26.16,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.9
Female,19,Yes,0,1,25,Offer C,No,0.0,No,Yes,Cable,82.0,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,34.0
Female,58,Yes,2,5,62,,Yes,42.05,No,Yes,DSL,20.0,Yes,No,Yes,Yes,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,70.75
Male,41,No,0,0,48,,Yes,33.68,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.15
Male,37,Yes,1,1,22,Offer D,Yes,37.4,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,19.95
Female,21,Yes,0,6,32,Offer C,Yes,19.3,No,Yes,Fiber Optic,47.0,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.5
Male,54,Yes,2,1,42,,Yes,14.8,No,Yes,DSL,23.0,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,73.15
Female,71,No,0,0,26,,Yes,33.74,No,Yes,Fiber Optic,7.0,Yes,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,85.8
Male,61,No,0,0,9,,No,0.0,No,Yes,DSL,7.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,24.95
Female,34,Yes,0,1,1,,Yes,11.08,No,Yes,Fiber Optic,13.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.8
Male,47,No,0,0,8,,Yes,41.13,No,Yes,DSL,27.0,Yes,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,66.7
Male,42,Yes,3,6,21,,Yes,31.55,Yes,Yes,DSL,23.0,Yes,No,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,75.9
Male,51,Yes,3,1,68,,Yes,18.47,Yes,Yes,Fiber Optic,75.0,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,110.2
Female,35,No,0,0,7,,Yes,18.1,Yes,Yes,Fiber Optic,15.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,75.45
Male,42,No,2,0,2,,Yes,49.53,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed Check,20.4
Male,43,No,0,0,4,,Yes,13.02,No,Yes,Fiber Optic,15.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70.2
Female,45,Yes,2,10,5,Offer E,Yes,35.6,No,Yes,Cable,19.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,44.8
Female,54,Yes,3,5,8,,Yes,43.05,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,21.05
Male,54,No,0,0,10,Offer D,Yes,35.63,Yes,Yes,Fiber Optic,18.0,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,95.2
Female,19,Yes,2,1,59,,Yes,9.51,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.5
Male,54,Yes,2,1,56,Offer B,Yes,37.67,Yes,No,No Internet,0.0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,24.15
Female,30,No,0,0,21,Offer D,Yes,6.49,No,Yes,Fiber Optic,73.0,No,Yes,Yes,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,90.05
Female,42,No,0,0,2,Offer E,Yes,36.96,No,Yes,DSL,24.0,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,50.95
Male,39,No,0,0,13,Offer D,Yes,22.31,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,One Year,No,Mailed Check,19.45
Male,55,No,0,0,4,,Yes,31.92,No,Yes,Fiber Optic,4.0,No,No,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,90.4
Male,34,No,0,0,26,,Yes,24.16,Yes,Yes,Fiber Optic,22.0,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,80.5
Male,20,Yes,0,8,41,,Yes,2.43,No,Yes,DSL,69.0,Yes,Yes,Yes,No,No,No,Yes,Yes,One Year,Yes,Bank Withdrawal,60.3
Male,71,Yes,0,1,69,,Yes,18.41,Yes,Yes,Fiber Optic,17.0,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,109.95
Female,53,No,0,0,67,,Yes,16.72,Yes,No,No Internet,0.0,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,25.6
Female,20,No,1,0,66,Offer A,Yes,27.09,Yes,Yes,Fiber Optic,51.0,Yes,No,Yes,Yes,No,No,No,Yes,Two Year,Yes,Credit Card,90.95
Male,62,No,0,0,20,,Yes,27.11,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,19.7
Female,62,No,0,0,28,,Yes,33.84,No,Yes,Fiber Optic,5.0,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,80.6
Female,38,No,0,0,62,Offer B,No,0.0,No,Yes,Cable,30.0,No,Yes,Yes,No,No,Yes,Yes,Yes,Two Year,Yes,Credit Card,43.6
Male,60,No,0,0,24,Offer C,Yes,30.42,Yes,Yes,Fiber Optic,14.0,No,No,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,94.1
Male,30,No,3,0,20,,Yes,22.78,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,19.4
Female,36,No,0,0,4,Offer E,Yes,39.9,No,Yes,Cable,20.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,45.3
Female,47,Yes,0,9,49,Offer B,Yes,25.1,Yes,Yes,DSL,30.0,Yes,Yes,Yes,No,No,Yes,Yes,Yes,One Year,No,Bank Withdrawal,71.8
Male,43,Yes,2,2,9,,Yes,44.46,No,Yes,DSL,24.0,No,Yes,No,Yes,No,No,No,Yes,Month-to-Month,No,Credit Card,54.8
Male,25,Yes,0,1,38,,Yes,49.7,Yes,Yes,Fiber Optic,30.0,No,Yes,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,94.65
Male,73,Yes,0,1,29,,Yes,6.25,Yes,Yes,Fiber Optic,21.0,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,94.45
Female,21,Yes,0,1,27,Offer C,Yes,18.42,Yes,Yes,Fiber Optic,26.0,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Credit Card,95.0
Male,33,Yes,1,6,56,Offer B,Yes,37.58,Yes,Yes,DSL,26.0,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Two Year,Yes,Credit Card,75.85
Male,69,Yes,1,9,64,,Yes,37.09,Yes,No,No Internet,0.0,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,24.4
Male,43,Yes,2,6,19,Offer D,Yes,4.7,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.6
Female,34,Yes,5,1,7,,Yes,8.69,No,Yes,Fiber Optic,53.0,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.15
Male,21,No,0,0,24,,Yes,27.91,No,Yes,Fiber Optic,59.0,No,Yes,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,89.55
Female,48,No,1,0,7,Offer E,Yes,28.5,No,Yes,Fiber Optic,13.0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,71.05
Male,63,Yes,1,5,20,,Yes,13.18,No,Yes,Cable,10.0,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,49.6
Male,37,Yes,3,1,28,,Yes,13.19,Yes,Yes,Fiber Optic,30.0,No,No,No,No,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,92.2
Male,53,No,2,0,55,Offer B,Yes,39.29,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,19.1
Male,36,Yes,0,7,72,Offer A,No,0.0,No,Yes,Cable,17.0,Yes,Yes,Yes,No,No,No,No,Yes,Two Year,No,Bank Withdrawal,42.1
Male,30,No,0,0,2,Offer E,Yes,17.22,Yes,Yes,Fiber Optic,30.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,76.5
Male,61,Yes,1,2,40,Offer B,Yes,1.89,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,20.4
Male,48,Yes,2,4,63,Offer B,Yes,10.67,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,Two Year,No,Mailed Check,19.55
Male,33,No,0,0,63,,Yes,9.21,Yes,Yes,Fiber Optic,28.0,No,Yes,No,No,No,Yes,Yes,No,One Year,No,Credit Card,90.45
Male,22,No,0,0,2,,Yes,44.31,Yes,Yes,DSL,73.0,No,Yes,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Credit Card,54.4
Female,44,No,0,0,43,Offer B,Yes,6.71,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,19.65
Male,55,No,0,0,27,,Yes,33.94,Yes,Yes,Cable,25.0,No,No,Yes,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,59.45
Female,23,Yes,2,8,49,,Yes,33.65,Yes,No,No Internet,0.0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,25.25
Female,57,No,1,0,24,,Yes,34.24,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,Two Year,No,Mailed Check,19.75
Male,38,Yes,3,6,72,Offer A,Yes,32.22,Yes,Yes,Fiber Optic,25.0,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Credit Card,104.9
Male,29,No,0,0,26,Offer C,Yes,24.67,Yes,Yes,Cable,59.0,No,No,No,No,No,No,No,Yes,One Year,Yes,Credit Card,51.55
Female,76,Yes,3,2,28,,No,0.0,No,Yes,DSL,21.0,No,Yes,No,No,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,39.1
Male,54,Yes,0,5,12,,Yes,45.15,Yes,No,No Internet,0.0,No,No,No,No,No,No,No,No,One Year,No,Mailed Check,26.4
Female,52,No,0,0,36,Offer C,Yes,28.41,Yes,Yes,Fiber Optic,4.0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,104.8
Female,23,No,0,0,1,Offer E,Yes,32.86,Yes,Yes,Fiber Optic,58.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,75.05
Male,32,Yes,3,3,66,Offer A,Yes,42.84,Yes,No,No Internet,0.0,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card,25.7
Male,45,No,0,0,2,,Yes,1.87,No,Yes,DSL,12.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,46.6
Male,61,No,2,0,21,Offer D,Yes,13.39,Yes,Yes,Fiber Optic,24.0,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,80.35
Male,51,Yes,3,4,25,,Yes,4.46,No,Yes,Fiber Optic,58.0,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.5
Male,34,No,0,0,10,,Yes,49.58,No,Yes,DSL,17.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,44.85
Male,33,Yes,0,1,30,Offer C,Yes,10.5,Yes,Yes,Fiber Optic,22.0,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,94.05
Female,22,Yes,3,6,54,,Yes,8.53,Yes,Yes,Cable,73.0,Yes,No,No,Yes,No,No,No,Yes,Two Year,No,Bank Withdrawal,60.0
Male,54,No,0,0,58,Offer B,Yes,32.67,No,Yes,Fiber Optic,14.0,Yes,Yes,No,No,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,99.15
Female,54,No,0,0,1,Offer E,No,0.0,No,Yes,DSL,27.0,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,29.95
Female,37,No,0,0,39,,No,0.0,No,Yes,DSL,19.0,Yes,Yes,No,Yes,No,No,No,Yes,One Year,Yes,Bank Withdrawal,40.3
Female,58,Yes,1,5,67,,No,0.0,No,Yes,DSL,15.0,Yes,Yes,No,No,No,No,No,Yes,Two Year,No,Bank Withdrawal,36.15
Male,19,No,0,0,2,Offer E,Yes,5.33,No,Yes,Cable,52.0,Yes,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,55.1
Female,49,Yes,0,0,2,Offer E,Yes,26.58,No,Yes,Fiber Optic,23.0,Yes,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,80.15
Male,80,No,0,0,21,,Yes,34.62,No,Yes,DSL,14.0,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,60.05
Male,34,No,0,0,4,,Yes,38.01,No,Yes,Cable,5.0,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Mailed Check,49.25
Male,44,No,0,0,71,Offer A,Yes,41.34,Yes,Yes,Fiber Optic,10.0,No,Yes,No,No,No,No,No,Yes,One Year,Yes,Credit Card,79.05
Female,28,No,1,0,67,,Yes,12.54,Yes,Yes,Fiber Optic,59.0,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,104.0
Female,62,Yes,0,1,56,Offer B,Yes,39.72,Yes,Yes,DSL,11.0,Yes,No,No,No,Yes,No,No,Yes,One Year,No,Bank Withdrawal,65.2
Male,54,No,0,0,34,,Yes,20.47,Yes,No,No Internet,0.0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,26.1
Male,51,Yes,0,7,25,,Yes,3.81,No,Yes,Fiber Optic,8.0,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,95.7
Male,68,No,0,0,57,,Yes,32.12,Yes,Yes,Fiber Optic,15.0,No,Yes,No,Yes,Yes,Yes,No,No,Two Year,Yes,Bank Withdrawal,104.9
Male,56,No,0,0,65,,Yes,4.9,Yes,No,No Internet,0.0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,25.75
Male,39,Yes,2,8,28,,Yes,7.73,No,Yes,Fiber Optic,13.0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,100.35
Female,56,No,1,0,12,,Yes,17.85,Yes,Yes,Fiber Optic,19.0,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.05
Female,61,No,0,0,13,Offer D,Yes,33.13,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,19.65
Male,34,Yes,0,2,38,Offer C,Yes,32.11,Yes,Yes,DSL,16.0,No,No,Yes,Yes,No,Yes,Yes,Yes,One Year,No,Credit Card,69.0
Female,63,No,1,0,13,,Yes,27.04,No,Yes,DSL,10.0,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,56.0
Female,72,No,0,0,53,Offer B,Yes,34.58,No,Yes,Fiber Optic,28.0,Yes,Yes,No,Yes,No,Yes,Yes,Yes,One Year,Yes,Credit Card,96.75
Female,19,Yes,0,8,71,Offer A,Yes,4.39,Yes,Yes,Fiber Optic,82.0,Yes,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,104.1
Female,48,Yes,3,6,8,,Yes,17.2,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,19.5
Male,76,Yes,0,7,1,,Yes,17.84,Yes,Yes,Fiber Optic,20.0,No,No,No,No,No,No,No,Yes,Two Year,No,Bank Withdrawal,74.3
Male,31,No,0,0,7,Offer E,Yes,35.91,Yes,Yes,Fiber Optic,27.0,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,90.45
Female,47,Yes,0,0,58,,Yes,40.16,No,Yes,DSL,20.0,Yes,Yes,No,No,Yes,No,No,No,Month-to-Month,Yes,Credit Card,65.25
Female,26,Yes,2,8,36,Offer C,Yes,42.51,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,20.25
Female,67,No,0,0,7,,Yes,7.82,No,Yes,Cable,7.0,No,Yes,Yes,No,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,64.95
Male,54,Yes,3,1,8,Offer E,Yes,13.43,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.6
Male,39,No,0,0,4,,Yes,9.98,Yes,Yes,DSL,13.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,51.75
Male,46,No,0,0,10,Offer D,No,0.0,No,Yes,DSL,30.0,No,No,Yes,No,No,No,No,No,Month-to-Month,No,Credit Card,29.5
Male,43,No,0,0,11,Offer D,Yes,47.88,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.35
Female,42,No,0,0,7,,No,0.0,No,Yes,DSL,4.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,25.05
Female,80,No,0,0,2,Offer E,Yes,31.91,No,Yes,Cable,30.0,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.6
Male,23,Yes,0,8,72,,Yes,6.09,Yes,Yes,DSL,41.0,Yes,No,Yes,Yes,No,No,No,Yes,Two Year,Yes,Credit Card,66.5
Male,56,No,0,0,43,Offer B,Yes,39.37,Yes,Yes,Fiber Optic,23.0,No,No,No,Yes,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,100.0
Male,80,No,0,0,11,Offer D,Yes,26.84,No,Yes,Fiber Optic,15.0,No,No,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Credit Card,79.15
Male,49,Yes,2,10,69,Offer A,Yes,28.19,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,19.9
Male,67,Yes,0,1,58,Offer B,Yes,3.18,Yes,Yes,Fiber Optic,5.0,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,98.7
Female,75,No,0,0,28,Offer C,Yes,9.67,Yes,Yes,Fiber Optic,28.0,No,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,106.15
Female,40,Yes,3,3,13,,Yes,39.2,No,Yes,Cable,25.0,Yes,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,63.15
Male,27,No,0,0,2,Offer E,Yes,29.69,No,Yes,Cable,52.0,No,No,No,No,No,No,Yes,No,Month-to-Month,No,Bank Withdrawal,46.05
Female,23,Yes,0,3,72,,Yes,44.92,Yes,Yes,DSL,69.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,89.8
Male,53,Yes,0,6,10,Offer D,Yes,26.17,No,Yes,DSL,7.0,No,Yes,No,No,No,No,No,Yes,One Year,No,Credit Card,49.55
Female,40,No,0,0,41,,Yes,37.46,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card,19.75
Male,30,Yes,0,1,55,,No,0.0,No,Yes,DSL,42.0,No,No,Yes,Yes,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,54.55
Female,53,Yes,0,6,71,Offer A,Yes,5.22,Yes,Yes,Fiber Optic,10.0,Yes,Yes,No,No,Yes,No,No,Yes,One Year,No,Credit Card,95.65
Female,72,No,0,0,72,Offer A,Yes,44.81,Yes,Yes,Fiber Optic,14.0,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Two Year,No,Bank Withdrawal,111.65
Male,41,Yes,0,10,18,Offer D,Yes,45.92,No,Yes,DSL,17.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,44.35
Female,48,No,0,0,20,,Yes,30.52,No,Yes,Fiber Optic,21.0,Yes,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,89.4
Female,50,No,0,0,12,,Yes,31.22,No,Yes,DSL,12.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,45.05
Female,27,No,0,0,1,,Yes,1.63,No,Yes,Fiber Optic,59.0,No,Yes,No,No,Yes,No,No,No,Month-to-Month,No,Bank Withdrawal,84.3
Male,56,Yes,0,9,24,Offer C,Yes,35.8,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,20.1
Female,73,Yes,0,5,22,Offer D,Yes,17.22,Yes,Yes,DSL,25.0,Yes,Yes,No,Yes,No,No,No,Yes,Two Year,Yes,Credit Card,63.55
Male,30,Yes,3,4,16,Offer D,Yes,38.55,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,20.15
Male,31,Yes,1,10,70,Offer A,Yes,9.33,Yes,No,No Internet,0.0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,25.4
Male,61,No,0,0,9,,No,0.0,No,Yes,DSL,14.0,Yes,No,Yes,Yes,No,Yes,Yes,Yes,One Year,No,Mailed Check,50.8
Female,44,Yes,3,5,13,,Yes,35.19,Yes,No,No Internet,0.0,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,25.0
